title,original_language,genre_list,director_name,release_year,release_date,status,runtime_minutes,is_adult,budget_tier,runtime_bucket,language_group,language_name
Sancho,es,"Adventure,Fantasy,Comedy",Hugo De la Riva,2019,2019-01-01,Released,5,false,1. Micro (<$1M),1. Under 90 min,Non-English,Spanish
Samsara,xx,"Drama,Music",Garin Nugroho,2024,2024-12-05,Released,90,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Star Trek II: The Wrath of Khan,en,"Adventure,Action,Thriller,Science Fiction",Nicholas Meyer,1982,1982-06-04,Released,113,false,2. Low ($1-15M),2. 90-120 min,English,English
Wasabi,fr,"Drama,Action,Comedy",Gérard Krawczyk,2001,2001-10-31,Released,94,false,3. Mid ($15-75M),2. 90-120 min,Non-English,French
Kleinruppin Forever,de,Comedy,Carsten Fiebeler,2004,2004-02-08,Released,103,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Big Game,en,"Drama,Action,Thriller",Steven Dieveney,2008,2008-07-07,Released,97,false,1. Micro (<$1M),2. 90-120 min,English,English
Solomon Kane,en,"Adventure,Fantasy,Action",MJ Bassett,2009,2009-12-23,Released,104,false,3. Mid ($15-75M),2. 90-120 min,English,English
Source Code,en,"Thriller,Science Fiction,Mystery",Duncan Jones,2011,2011-03-30,Released,93,false,3. Mid ($15-75M),2. 90-120 min,English,English
Fantastic Four,en,"Adventure,Action,Science Fiction",Josh Trank,2015,2015-08-05,Released,100,false,4. High ($75-150M),2. 90-120 min,English,English
Delitti,en,"Horror,Thriller,Crime",Giovanna Lenzi,1987,1987-06-19,Released,100,false,1. Micro (<$1M),2. 90-120 min,English,English
Respect,en,"",Oz Hutchins,1998,1998-05-09,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
Gabi,es,Drama,Zoé Salicrup Junco,2011,2011-12-02,Released,21,false,1. Micro (<$1M),1. Under 90 min,Non-English,Spanish
Alita: Battle Angel,en,"Adventure,Action,Science Fiction",Robert Rodriguez,2019,2019-01-31,Released,122,false,5. Blockbuster ($150M+),3. 120-150 min,English,English
Spitfire,en,"History,Documentary,War",Ant Palmer,2018,2018-07-20,Released,99,false,2. Low ($1-15M),2. 90-120 min,English,English
Rurouni Kenshin: The Beginning,ja,"Adventure,Drama,Action,Romance",Keishi Otomo,2021,2021-06-04,Released,138,false,1. Micro (<$1M),3. 120-150 min,Non-English,Japanese
Archenemy,en,"Action,Thriller,Crime,Science Fiction",Adam Egypt Mortimer,2020,2020-11-30,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
Cheaters,tl,Drama,Dustin Celestino,2024,2024-04-02,Released,51,false,1. Micro (<$1M),1. Under 90 min,Non-English,Tagalog
Indochine,fr,"Drama,Romance",Régis Wargnier,1992,1992-04-15,Released,159,false,1. Micro (<$1M),4. 150-180 min,Non-English,French
Slacker,en,"Drama,Comedy",Richard Linklater,1991,1991-07-05,Released,97,false,1. Micro (<$1M),2. 90-120 min,English,English
Letters to Juliet,en,"Drama,Comedy,Romance",Gary Winick,2010,2010-05-13,Released,105,false,3. Mid ($15-75M),2. 90-120 min,English,English
Mojave,en,"Action,Thriller",Rudi Liden,2004,2004-06-19,Released,82,false,2. Low ($1-15M),1. Under 90 min,English,English
Rockford,en,"Drama,Comedy",Nagesh Kukunoor,1999,1999-10-07,Released,102,false,1. Micro (<$1M),2. 90-120 min,English,English
The Founder,en,"Drama,History",John Lee Hancock,2016,2016-11-24,Released,115,false,3. Mid ($15-75M),2. 90-120 min,English,English
Catacombe,nl,"Drama,Thriller",Victor D. Ponten,2018,2018-09-13,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Invincible,en,Documentary,Tom Koliński,2021,2021-06-24,Released,83,false,1. Micro (<$1M),1. Under 90 min,English,English
Atlantis: The Lost Empire,en,"Adventure,Animation,Science Fiction,Family",Kirk Wise,2001,2001-06-02,Released,95,false,4. High ($75-150M),2. 90-120 min,English,English
The Monsters,it,Comedy,Dino Risi,1963,1963-10-30,Released,123,false,1. Micro (<$1M),3. 120-150 min,Non-English,Italian
Dark Relic,en,"Fantasy,Horror,Science Fiction",Lorenzo Sena,2010,2010-03-27,Released,88,false,1. Micro (<$1M),1. Under 90 min,English,English
Bilitis,fr,"Drama,Romance",David Hamilton,1977,1977-03-16,Released,95,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Fedora,en,"Drama,Mystery",Billy Wilder,1978,1978-06-29,Released,109,false,2. Low ($1-15M),2. 90-120 min,English,English
White God,hu,Drama,Kornél Mundruczó,2014,2014-06-12,Released,121,false,2. Low ($1-15M),3. 120-150 min,Non-English,Other
Artemis Fowl,en,"Adventure,Fantasy,Science Fiction,Family",Kenneth Branagh,2020,2020-05-29,Released,94,false,4. High ($75-150M),2. 90-120 min,English,English
Bullet Train,en,"Action,Comedy,Thriller",David Leitch,2022,2022-08-03,Released,126,false,4. High ($75-150M),3. 120-150 min,English,English
Ejército blanco,es,Drama,Francisco de Borja Moro,1959,1959-01-01,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Spanish
"Lyle, Lyle, Crocodile",en,"Comedy,Music,Family",Will Speck,2022,2022-10-07,Released,106,false,3. Mid ($15-75M),2. 90-120 min,English,English
Photophobia,sk,"Drama,Documentary",Pavol Pekarčík,2023,2023-10-26,Released,71,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Love Me Love Me,en,"Drama,Romance",Roger Kumble,2026,2026-02-12,Released,99,false,1. Micro (<$1M),2. 90-120 min,English,English
Yoh! Bestie,en,"Comedy,Romance",Johnny Barbuzano,2026,2026-02-06,Released,95,false,1. Micro (<$1M),2. 90-120 min,English,English
Superbad,en,Comedy,Greg Mottola,2007,2007-08-17,Released,113,false,3. Mid ($15-75M),2. 90-120 min,English,English
Tape 407,en,"Horror,Thriller,Science Fiction",Everette Wallin,2012,2012-04-27,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
Hameshaa,hi,"Drama,Romance",Sanjay Gupta,1997,1997-02-23,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Hindi
Hitman's Wife's Bodyguard,en,"Action,Comedy,Thriller,Crime",Patrick Hughes,2021,2021-06-14,Released,117,false,3. Mid ($15-75M),2. 90-120 min,English,English
Air,es,Drama,Arturo Castro Godoy,2018,2018-11-01,Released,72,false,1. Micro (<$1M),1. Under 90 min,Non-English,Spanish
Amruthamathi,kn,"Drama,History",Baraguru Ramachandrappa,2025,2025-05-07,Released,120,false,1. Micro (<$1M),3. 120-150 min,Non-English,Other
South Central,en,"Drama,Crime",Stephen Milburn Anderson,1992,1992-09-18,Released,99,false,2. Low ($1-15M),2. 90-120 min,English,English
24 Days,fr,"Drama,Thriller",Alexandre Arcady,2014,2014-04-30,Released,110,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Kasko,te,"",G. Nageswara Reddy,2009,2009-12-25,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
A Vigilante,en,"Drama,Thriller",Sarah Daggar-Nickson,2019,2019-03-29,Released,92,false,1. Micro (<$1M),2. 90-120 min,English,English
Anatar,it,"Adventure,Fantasy,Action,Comedy,Science Fiction,Romance",Alan Smithee,2023,2023-01-19,Released,88,false,1. Micro (<$1M),1. Under 90 min,Non-English,Italian
The Courier,es,"Thriller,Crime",Daniel Calparsoro,2024,2024-01-19,Released,102,false,2. Low ($1-15M),2. 90-120 min,Non-English,Spanish
Oshi no Ko -The Final Act-,ja,"Fantasy,Drama,Music",Smith,2024,2024-12-20,Released,129,false,1. Micro (<$1M),3. 120-150 min,Non-English,Japanese
Lucky,en,"Comedy,Romance",Gil Cates Jr.,2011,2011-07-15,Released,103,false,1. Micro (<$1M),2. 90-120 min,English,English
Samuel Bleak,en,"",Dustin Dugas Schuetter,2011,2011-03-05,Released,96,false,1. Micro (<$1M),2. 90-120 min,English,English
Bank$tas,en,Comedy,Jeff Stephenson,2013,2013-09-16,Released,80,false,1. Micro (<$1M),1. Under 90 min,English,English
Black Beauty,en,Drama,Ashley Avis,2020,2020-11-27,Released,110,false,1. Micro (<$1M),2. 90-120 min,English,English
Border 2,hi,"Drama,Action,War",Anurag Singh,2026,2026-01-23,Released,199,false,3. Mid ($15-75M),5. 180+ min,Non-English,Hindi
Shooter,en,"Drama,Action,Thriller",Antoine Fuqua,2007,2007-03-22,Released,124,false,3. Mid ($15-75M),3. 120-150 min,English,English
The Girl Next Door,en,"Comedy,Romance",Luke Greenfield,2004,2004-04-09,Released,110,false,3. Mid ($15-75M),2. 90-120 min,English,English
Scott Pilgrim vs. the World,en,"Action,Comedy,Romance",Edgar Wright,2010,2010-08-12,Released,113,false,3. Mid ($15-75M),2. 90-120 min,English,English
Reminiscence,en,"Science Fiction,Mystery",Lisa Joy,2021,2021-08-18,Released,116,false,3. Mid ($15-75M),2. 90-120 min,English,English
It Feels So Good,ja,"Drama,Romance",Haruhiko Arai,2019,2019-08-23,Released,115,false,1. Micro (<$1M),2. 90-120 min,Non-English,Japanese
Babygirl,en,"Thriller,Romance",Halina Reijn,2024,2024-12-25,Released,115,false,3. Mid ($15-75M),2. 90-120 min,English,English
Interview with the Vampire,en,"Fantasy,Drama,Horror",Neil Jordan,1994,1994-11-11,Released,123,false,3. Mid ($15-75M),3. 120-150 min,English,English
Hollow Man,en,"Action,Thriller,Science Fiction",Paul Verhoeven,2000,2000-08-04,Released,112,false,4. High ($75-150M),2. 90-120 min,English,English
Dragon Ball Z: The History of Trunks,ja,"Animation,Action,Science Fiction",Yoshihiro Ueda,1993,1993-02-24,Released,48,false,1. Micro (<$1M),1. Under 90 min,Non-English,Japanese
Signs of Life,de,"Drama,War",Werner Herzog,1968,1968-07-05,Released,91,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Fury,en,"Drama,Action,War",David Ayer,2014,2014-10-15,Released,135,false,3. Mid ($15-75M),3. 120-150 min,English,English
Hellion,en,"Drama,Thriller",Kat Candler,2014,2014-06-13,Released,98,false,1. Micro (<$1M),2. 90-120 min,English,English
Hog Wild,en,"Drama,Family",Jerome Courtland,1974,1974-01-20,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
Songbird,en,"Thriller,Science Fiction",Adam Mason,2020,2020-12-10,Released,85,false,2. Low ($1-15M),1. Under 90 min,English,English
Poker Face,en,"Thriller,Crime",Russell Crowe,2022,2022-11-16,Released,94,false,1. Micro (<$1M),2. 90-120 min,English,English
Sotsugyou -GRADUATION-,ja,Drama,Ryō Kinoshita,1985,1985-03-06,Released,95,false,1. Micro (<$1M),2. 90-120 min,Non-English,Japanese
Selena Gomez: My Mind & Me,en,"Documentary,Music",Alek Keshishian,2022,2022-11-04,Released,95,false,1. Micro (<$1M),2. 90-120 min,English,English
Indiana Jones and the Kingdom of the Crystal Skull,en,"Adventure,Action",Steven Spielberg,2008,2008-05-21,Released,122,false,5. Blockbuster ($150M+),3. 120-150 min,English,English
Blue Chips,en,Drama,William Friedkin,1994,1994-02-18,Released,108,false,3. Mid ($15-75M),2. 90-120 min,English,English
Parineeta,hi,"Drama,Romance",Pradeep Sarkar,2005,2005-06-10,Released,124,false,2. Low ($1-15M),3. 120-150 min,Non-English,Hindi
Portrait of a Lady on Fire,fr,"Drama,Romance",Céline Sciamma,2019,2019-09-06,Released,121,false,2. Low ($1-15M),3. 120-150 min,Non-English,French
Klassentreffen,de,"Drama,Comedy,TV Movie",Jan Georg Schütte,2019,2019-03-06,Released,90,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Snapshot,en,Drama,Eric Etebari,2014,2014-01-07,Released,92,false,1. Micro (<$1M),2. 90-120 min,English,English
Ghettotube,fr,"",Saïd Belktibia,2015,2015-04-16,Released,21,false,1. Micro (<$1M),1. Under 90 min,Non-English,French
Cojones,en,Comedy,Ted Mendenhall,2002,2002-06-01,Released,22,false,1. Micro (<$1M),1. Under 90 min,English,English
My Stepmother Is an Alien,en,"Comedy,Science Fiction",Richard Benjamin,1988,1988-12-09,Released,108,false,3. Mid ($15-75M),2. 90-120 min,English,English
Chumlum,en,"",Ron Rice,1963,1963-12-29,Released,26,false,1. Micro (<$1M),1. Under 90 min,English,English
Planet Patrol,en,"Science Fiction,Family",Russ Mazzolla,1999,1999-11-09,Released,72,false,1. Micro (<$1M),1. Under 90 min,English,English
One Piece: Dream Soccer King!,ja,"Fantasy,Animation,Comedy",Munehisa Sakai,2002,2002-03-02,Released,5,false,1. Micro (<$1M),1. Under 90 min,Non-English,Japanese
Raptus,it,Drama,Marino Girolami,1969,1969-01-01,Released,78,false,1. Micro (<$1M),1. Under 90 min,Non-English,Italian
Multiverse,en,"Drama,Thriller,Science Fiction",Gaurav Seth,2021,2021-11-12,Released,93,false,1. Micro (<$1M),2. 90-120 min,English,English
Mano,en,"",Anthony Nardolillo,2007,2007-10-22,Released,24,false,1. Micro (<$1M),1. Under 90 min,English,English
Pinocchio,it,"Fantasy,Comedy,Family",Roberto Benigni,2002,2002-10-11,Released,110,false,3. Mid ($15-75M),2. 90-120 min,Non-English,Italian
The Great Gatsby,en,"Drama,Romance",Jack Clayton,1974,1974-03-27,Released,144,false,2. Low ($1-15M),3. 120-150 min,English,English
Hellraiser: Deader,en,"Horror,Thriller",Rick Bota,2005,2005-06-07,Released,89,false,2. Low ($1-15M),1. Under 90 min,English,English
Priest,en,"Fantasy,Horror,Action",Scott Stewart,2011,2011-05-05,Released,87,false,3. Mid ($15-75M),1. Under 90 min,English,English
Petulia,en,"Drama,Romance",Richard Lester,1968,1968-06-10,Released,105,false,1. Micro (<$1M),2. 90-120 min,English,English
Lying Lips,en,"Drama,Mystery,Music",Oscar Micheaux,1939,1939-01-02,Released,68,false,1. Micro (<$1M),1. Under 90 min,English,English
Soda Springs,en,"Drama,Romance,TV Movie",Michael Feifer,2012,2012-03-27,Released,114,false,1. Micro (<$1M),2. 90-120 min,English,English
Sleeper,en,"Horror,Action",Dru Brown,2012,2012-10-03,Released,87,false,1. Micro (<$1M),1. Under 90 min,English,English
Sky Song,et,"Adventure,Fantasy,Animation",Mati Kütt,2010,2010-11-28,Released,45,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Distant Thunder,en,Drama,Rick Rosenthal,1988,1988-11-11,Released,114,false,2. Low ($1-15M),2. 90-120 min,English,English
Bobby,de,Drama,Vivian Naefe,2002,2002-01-30,Released,90,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Teleios,en,Science Fiction,Ian Truitner,2017,2017-04-06,Released,93,false,2. Low ($1-15M),2. 90-120 min,English,English
When Evil Lurks,es,"Horror,Thriller",Demián Rugna,2023,2023-10-05,Released,100,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
Palitan,tl,"Drama,Romance",Brillante Mendoza,2021,2021-12-10,Released,103,false,1. Micro (<$1M),2. 90-120 min,Non-English,Tagalog
Turnbuckle,en,Comedy,Kevin Gillese,2003,2003-10-03,Released,89,false,1. Micro (<$1M),1. Under 90 min,English,English
Some Like It Hot,en,"Comedy,Crime,Romance",Billy Wilder,1959,1959-03-19,Released,122,false,2. Low ($1-15M),3. 120-150 min,English,English
Remember the Titans,en,Drama,Boaz Yakin,2000,2000-09-29,Released,113,false,3. Mid ($15-75M),2. 90-120 min,English,English
Good Burger,en,"Comedy,Family",Brian Robbins,1997,1997-07-25,Released,95,false,2. Low ($1-15M),2. 90-120 min,English,English
Kinky Boots,en,"Drama,Comedy,Music",Julian Jarrold,2005,2005-08-30,Released,107,false,2. Low ($1-15M),2. 90-120 min,English,English
Silver Linings Playbook,en,"Drama,Comedy,Romance",David O. Russell,2012,2012-11-16,Released,122,false,3. Mid ($15-75M),3. 120-150 min,English,English
Hell Below,en,"Drama,Romance,War",Jack Conway,1933,1933-06-08,Released,101,false,1. Micro (<$1M),2. 90-120 min,English,English
Sieben Tage,de,Drama,Petra Katharina Wagner,2009,2009-11-04,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,German
Hasti,en,"","",1993,1993-05-21,Released,0,false,1. Micro (<$1M),1. Under 90 min,English,English
Tokyo Idols,ja,"Documentary,Music",Kyoko Miyake,2017,2017-07-28,Released,88,false,1. Micro (<$1M),1. Under 90 min,Non-English,Japanese
Tuna,en,Comedy,Bob Byington,2013,2013-01-01,Released,59,false,1. Micro (<$1M),1. Under 90 min,English,English
200% Wolf,en,"Adventure,Fantasy,Animation,Action,Comedy,Family",Alexs Stadermann,2024,2024-07-04,Released,98,false,1. Micro (<$1M),2. 90-120 min,English,English
Companion,en,"Horror,Thriller,Science Fiction",Drew Hancock,2025,2025-01-22,Released,97,false,2. Low ($1-15M),2. 90-120 min,English,English
Sons,da,"Drama,Thriller",Gustav Möller,2024,2024-07-10,Released,100,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Match Point,en,"Drama,Thriller,Romance",Woody Allen,2005,2005-10-26,Released,124,false,3. Mid ($15-75M),3. 120-150 min,English,English
Stand by Me,en,"Drama,Crime",Rob Reiner,1986,1986-08-08,Released,89,false,2. Low ($1-15M),1. Under 90 min,English,English
The Wiz,en,"Adventure,Fantasy,Music",Sidney Lumet,1978,1978-10-24,Released,134,false,3. Mid ($15-75M),3. 120-150 min,English,English
Braincell,en,"",Alex Birrell,2010,2010-05-01,Released,100,false,1. Micro (<$1M),2. 90-120 min,English,English
GasHole,en,Documentary,Scott Dwayne Roberts,2010,2010-04-18,Released,101,false,1. Micro (<$1M),2. 90-120 min,English,English
Scars,es,Drama,Paco del Toro,2005,2005-09-16,Released,105,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
I picari,it,Comedy,Mario Monicelli,1987,1987-12-18,Released,121,false,1. Micro (<$1M),3. 120-150 min,Non-English,Italian
Madame Sousatzka,en,"Drama,Music",John Schlesinger,1988,1988-10-14,Released,122,false,1. Micro (<$1M),3. 120-150 min,English,English
Birdman or (The Unexpected Virtue of Ignorance),en,"Drama,Comedy",Alejandro González Iñárritu,2014,2014-10-17,Released,120,false,3. Mid ($15-75M),3. 120-150 min,English,English
Agent X44,en,"Action,Comedy",Joyce E. Bernal,2007,2007-01-16,Released,93,false,1. Micro (<$1M),2. 90-120 min,English,English
Fan,hi,"Adventure,Action,Thriller",Maneesh Sharma,2016,2016-04-14,Released,138,false,2. Low ($1-15M),3. 120-150 min,Non-English,Hindi
Milner,en,"Drama,TV Movie",John Strickland,1994,1994-12-19,Released,71,false,1. Micro (<$1M),1. Under 90 min,English,English
Guardians of the Galaxy Vol. 3,en,"Adventure,Action,Science Fiction",James Gunn,2023,2023-05-03,Released,150,false,5. Blockbuster ($150M+),4. 150-180 min,English,English
Carrie,en,"Horror,Thriller",Brian De Palma,1976,1976-11-03,Released,98,false,2. Low ($1-15M),2. 90-120 min,English,English
Fitzcarraldo,de,"Adventure,Drama",Werner Herzog,1982,1982-03-02,Released,157,false,2. Low ($1-15M),4. 150-180 min,Non-English,German
The Ultimate Gift,en,"Drama,Romance,Family",Michael O. Sajbel,2007,2007-03-09,Released,114,false,1. Micro (<$1M),2. 90-120 min,English,English
LOC: Kargil,hi,"Action,History,War",J. P. Dutta,2003,2003-12-12,Released,255,false,1. Micro (<$1M),5. 180+ min,Non-English,Hindi
Confessions of a Young American Housewife,en,Drama,Joseph W. Sarno,1974,1974-06-11,Released,73,false,1. Micro (<$1M),1. Under 90 min,English,English
XXL,fr,Comedy,Ariel Zeitoun,1997,1997-12-10,Released,95,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Career,de,"Drama,History,Crime,War",Heiner Carow,1971,1971-04-15,Released,82,false,1. Micro (<$1M),1. Under 90 min,Non-English,German
Sing 2,en,"Animation,Comedy,Music,Family",Garth Jennings,2021,2021-12-01,Released,110,false,4. High ($75-150M),2. 90-120 min,English,English
Prey,en,"Action,Thriller,Science Fiction",Dan Trachtenberg,2022,2022-08-02,Released,100,false,3. Mid ($15-75M),2. 90-120 min,English,English
Brick,de,"Thriller,Science Fiction",Philip Koch,2025,2025-07-02,Released,99,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Dracula,en,Horror,Tod Browning,1931,1931-02-12,Released,74,false,1. Micro (<$1M),1. Under 90 min,English,English
The Quick and the Dead,en,"Drama,Action,Western,Thriller,Romance",Sam Raimi,1995,1995-02-09,Released,107,false,3. Mid ($15-75M),2. 90-120 min,English,English
Trixie,en,"Action,Comedy,Thriller,Mystery",Alan Rudolph,2000,2000-06-28,Released,116,false,1. Micro (<$1M),2. 90-120 min,English,English
Napoleon,en,"Adventure,Family",Mario Andreacchio,1995,1995-06-30,Released,81,false,1. Micro (<$1M),1. Under 90 min,English,English
Vampires,fr,"Horror,Comedy",Vincent Lannoo,2010,2010-04-17,Released,88,false,1. Micro (<$1M),1. Under 90 min,Non-English,French
Modesty,es,Drama,Tristán Ulloa,2007,2007-04-13,Released,106,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
