genre_name,release_year,original_language,director_name,budget_tier,runtime_bucket
Mystery,2015,ja,Shoji Kubota,1. Micro (<$1M),2. 90-120 min
Science Fiction,2023,en,Tomek Bagiński,3. Mid ($15-75M),2. 90-120 min
Romance,1992,hi,K. Bapayya,1. Micro (<$1M),1. Under 90 min
Crime,2026,cn,Terry Ng Ka-Wai,1. Micro (<$1M),1. Under 90 min
Science Fiction,1998,en,Michael Bay,4. High ($75-150M),4. 150-180 min
Science Fiction,1997,en,Barry Sonnenfeld,4. High ($75-150M),2. 90-120 min
Animation,2005,en,Mark Dindal,5. Blockbuster ($150M+),1. Under 90 min
Comedy,2008,en,Tom McGrath,5. Blockbuster ($150M+),1. Under 90 min
Comedy,2014,en,Rob Minkoff,4. High ($75-150M),2. 90-120 min
History,1976,en,Steve Carver,1. Micro (<$1M),2. 90-120 min
Drama,2011,mr,Sujay Dahake,1. Micro (<$1M),2. 90-120 min
Drama,1997,en,Kenneth Fink,1. Micro (<$1M),2. 90-120 min
Family,1994,is,Þorsteinn Jónsson,1. Micro (<$1M),1. Under 90 min
Comedy,2014,en,Joe Swanberg,1. Micro (<$1M),1. Under 90 min
Drama,2016,en,Jean-Marc Vallée,2. Low ($1-15M),2. 90-120 min
Action,2015,en,Frank Coraci,3. Mid ($15-75M),2. 90-120 min
Drama,2016,es,Pavel Giroud,1. Micro (<$1M),2. 90-120 min
Animation,2025,fr,Ugo Bienvenu,2. Low ($1-15M),1. Under 90 min
Drama,2024,nl,Will Koopman,1. Micro (<$1M),2. 90-120 min
Comedy,1993,en,Thomas Schlamme,3. Mid ($15-75M),2. 90-120 min
Horror,1968,es,Jack Hill,1. Micro (<$1M),1. Under 90 min
Animation,2017,fa,Ali Soozandeh,1. Micro (<$1M),2. 90-120 min
Action,2021,en,Zack Snyder,4. High ($75-150M),3. 120-150 min
Drama,2021,en,Brian Andrew Mendoza,1. Micro (<$1M),2. 90-120 min
Thriller,2023,tl,Carlo Alvarez,1. Micro (<$1M),2. 90-120 min
Drama,1996,en,Danny Boyle,2. Low ($1-15M),2. 90-120 min
Thriller,2007,en,David Slade,3. Mid ($15-75M),2. 90-120 min
Thriller,1946,en,Jack Bernhard,1. Micro (<$1M),1. Under 90 min
Drama,1970,en,Sergey Bondarchuk,3. Mid ($15-75M),3. 120-150 min
Drama,1979,sk,Dušan Trančík,1. Micro (<$1M),1. Under 90 min
Thriller,1996,en,Andrew Stevens,1. Micro (<$1M),1. Under 90 min
Comedy,2015,en,Antoine Bardou-Jacquet,1. Micro (<$1M),2. 90-120 min
Comedy,2018,en,John Stevenson,3. Mid ($15-75M),1. Under 90 min
Comedy,2019,en,Tim Morton,1. Micro (<$1M),1. Under 90 min
Fantasy,2022,en,Lawrie Brewster,1. Micro (<$1M),2. 90-120 min
Romance,2024,no,Dag Johan Haugerud,1. Micro (<$1M),2. 90-120 min
War,2007,en,Zack Snyder,3. Mid ($15-75M),2. 90-120 min
Fantasy,2010,en,M. Night Shyamalan,5. Blockbuster ($150M+),2. 90-120 min
Animation,1951,en,Wilfred Jackson,2. Low ($1-15M),1. Under 90 min
Drama,1970,fr,Pierre Koralnik,1. Micro (<$1M),2. 90-120 min
Drama,2014,fi,Dome Karukoski,1. Micro (<$1M),2. 90-120 min
Drama,1989,en,Dick Lowry,1. Micro (<$1M),2. 90-120 min
Family,1950,sv,Arne Mattsson,1. Micro (<$1M),1. Under 90 min
Drama,2019,en,Dome Karukoski,3. Mid ($15-75M),2. 90-120 min
Animation,2017,fr,Ariane Lissajoux,1. Micro (<$1M),1. Under 90 min
Adventure,2024,en,Nick Park,1. Micro (<$1M),1. Under 90 min
Romance,2023,en,Nicholas Fabiano,1. Micro (<$1M),2. 90-120 min
Music,1995,en,Hugues R. Gall,1. Micro (<$1M),4. 150-180 min
Drama,2024,ja,Tatsuyuki Nagai,1. Micro (<$1M),2. 90-120 min
Action,2025,ja,Shota Goshozono,1. Micro (<$1M),1. Under 90 min
Comedy,1984,en,Hugh Wilson,2. Low ($1-15M),2. 90-120 min
Science Fiction,2009,en,David T. Krupicz,1. Micro (<$1M),1. Under 90 min
Fantasy,1991,cn,Peter Ngor Chi-Kwan,1. Micro (<$1M),2. 90-120 min
Adventure,1956,en,Gordon Douglas,1. Micro (<$1M),2. 90-120 min
Drama,1980,sh,Goran Marković,1. Micro (<$1M),1. Under 90 min
Action,2016,en,Nic Mathieu,3. Mid ($15-75M),2. 90-120 min
Family,1988,ja,Hayao Miyazaki,2. Low ($1-15M),1. Under 90 min
Drama,1994,en,John Pasquin,3. Mid ($15-75M),2. 90-120 min
Comedy,2007,en,Gregg Araki,1. Micro (<$1M),1. Under 90 min
Drama,2009,en,Sherry Hormann,1. Micro (<$1M),3. 120-150 min
Crime,2011,nl,Vincent Rouffaer,1. Micro (<$1M),1. Under 90 min
Crime,1936,en,Louis King,1. Micro (<$1M),1. Under 90 min
Comedy,1937,en,Leslie Goodwins,1. Micro (<$1M),1. Under 90 min
Drama,1984,en,Tom Shandel,1. Micro (<$1M),2. 90-120 min
Music,1934,en,Leslie S. Hiscott,1. Micro (<$1M),1. Under 90 min
Drama,2020,da,Ole Christian Madsen,1. Micro (<$1M),2. 90-120 min
Comedy,1940,en,Charlie Chaplin,2. Low ($1-15M),3. 120-150 min
Drama,2010,sr,Stevan Filipović,1. Micro (<$1M),2. 90-120 min
Thriller,2015,en,James Wan,5. Blockbuster ($150M+),3. 120-150 min
Action,2019,en,Neil Marshall,3. Mid ($15-75M),3. 120-150 min
Comedy,2009,en,L.J. Dopp,1. Micro (<$1M),2. 90-120 min
Drama,2021,ja,Yū Irie,1. Micro (<$1M),1. Under 90 min
Romance,2024,es,Lucía Alemany,1. Micro (<$1M),2. 90-120 min
Comedy,1997,it,Roberto Benigni,3. Mid ($15-75M),2. 90-120 min
Thriller,2005,en,Chris Fisher,2. Low ($1-15M),2. 90-120 min
Fantasy,1985,en,Rod Daniel,2. Low ($1-15M),2. 90-120 min
Comedy,2009,pl,Konrad Aksinowicz,1. Micro (<$1M),2. 90-120 min
Family,2021,fi,Taavi Vartia,1. Micro (<$1M),1. Under 90 min
Romance,2025,sr,Ivica Vidanović,1. Micro (<$1M),1. Under 90 min
Adventure,1985,en,John Glen,3. Mid ($15-75M),3. 120-150 min
Drama,1980,hu,István Szabó,1. Micro (<$1M),2. 90-120 min
Action,2011,en,Nathan Hill,1. Micro (<$1M),1. Under 90 min
Romance,2001,nl,Norbert ter Hall,1. Micro (<$1M),1. Under 90 min
Comedy,1955,it,Gianni Franciolini,1. Micro (<$1M),2. 90-120 min
Thriller,2017,en,Brian Vidal,1. Micro (<$1M),1. Under 90 min
Drama,2025,en,Evan Matthews,1. Micro (<$1M),2. 90-120 min
Comedy,2000,es,Cesc Gay,1. Micro (<$1M),2. 90-120 min
Drama,2017,en,David Michôd,3. Mid ($15-75M),3. 120-150 min
Science Fiction,2018,en,Paul Salamoff,1. Micro (<$1M),2. 90-120 min
Drama,2019,id,Adriyanto Dewo,1. Micro (<$1M),2. 90-120 min
Romance,2023,en,Matthew López,1. Micro (<$1M),2. 90-120 min
Drama,1945,en,David Lean,2. Low ($1-15M),1. Under 90 min
Western,1965,it,Sergio Leone,1. Micro (<$1M),3. 120-150 min
Horror,1997,en,Jean-Pierre Jeunet,3. Mid ($15-75M),2. 90-120 min
Comedy,1994,en,Peter Farrelly,3. Mid ($15-75M),2. 90-120 min
Drama,2005,fi,Aku Louhimies,2. Low ($1-15M),3. 120-150 min
Horror,2013,de,Marvin Kren,1. Micro (<$1M),2. 90-120 min
Drama,1970,tr,Tunç Başaran,1. Micro (<$1M),1. Under 90 min
Comedy,2019,en,Thurop Van Orman,3. Mid ($15-75M),2. 90-120 min
Crime,2019,en,Mirrah Foulkes,1. Micro (<$1M),2. 90-120 min
Action,2025,en,Patricia Riggen,1. Micro (<$1M),2. 90-120 min
Drama,2025,en,Emily Abt,2. Low ($1-15M),2. 90-120 min
Music,2023,en,Sam Wrench,3. Mid ($15-75M),4. 150-180 min
Music,2000,en,Cameron Crowe,3. Mid ($15-75M),3. 120-150 min
Action,1997,en,Simon West,4. High ($75-150M),2. 90-120 min
Adventure,2015,en,Kyle Balda,3. Mid ($15-75M),2. 90-120 min
Romance,1972,es,José Gálvez,1. Micro (<$1M),2. 90-120 min
Drama,2017,tr,Mahmut Fazıl Coşkun,1. Micro (<$1M),2. 90-120 min
Comedy,2018,en,Devin Adair,1. Micro (<$1M),2. 90-120 min
Crime,2025,en,Christian Gudegast,3. Mid ($15-75M),3. 120-150 min
Romance,1968,tr,Zafer Davutoğlu,1. Micro (<$1M),1. Under 90 min
Drama,2020,eu,David Pérez Sañudo,1. Micro (<$1M),2. 90-120 min
Documentary,2017,en,Mike Siegel,1. Micro (<$1M),1. Under 90 min
War,1963,en,John Sturges,2. Low ($1-15M),4. 150-180 min
Western,2013,en,Gore Verbinski,5. Blockbuster ($150M+),3. 120-150 min
Romance,2011,en,Garry Marshall,3. Mid ($15-75M),2. 90-120 min
Animation,1947,en,Seymour Kneitel,1. Micro (<$1M),1. Under 90 min
Adventure,2000,en,Tom Dey,3. Mid ($15-75M),2. 90-120 min
Science Fiction,2008,en,M. Night Shyamalan,3. Mid ($15-75M),2. 90-120 min
Comedy,2006,en,Keenen Ivory Wayans,3. Mid ($15-75M),2. 90-120 min
Fantasy,1977,en,John Lounsbery,2. Low ($1-15M),1. Under 90 min
Drama,2008,en,Gabriele Muccino,3. Mid ($15-75M),3. 120-150 min
Action,1981,en,Bruce Malmuth,2. Low ($1-15M),2. 90-120 min
Drama,1999,tr,Yeşim Ustaoğlu,1. Micro (<$1M),2. 90-120 min
Music,1962,en,Ray Dennis Steckler,1. Micro (<$1M),2. 90-120 min
Drama,2016,en,Todor Chapkanov,1. Micro (<$1M),1. Under 90 min
Drama,2017,ko,Do Bong-san,1. Micro (<$1M),1. Under 90 min
Drama,2018,ja,Daisuke Miura,1. Micro (<$1M),2. 90-120 min
Romance,2020,pt,César Rodrigues,1. Micro (<$1M),2. 90-120 min
Romance,2021,es,Betty Kaplan,1. Micro (<$1M),2. 90-120 min
Western,2025,en,Brian Skiba,1. Micro (<$1M),2. 90-120 min
Drama,2013,nl,Nico van den Brink,1. Micro (<$1M),1. Under 90 min
Crime,2004,en,Steven Soderbergh,4. High ($75-150M),3. 120-150 min
Fantasy,1989,en,Tim Burton,3. Mid ($15-75M),3. 120-150 min
Comedy,1963,en,Blake Edwards,1. Micro (<$1M),2. 90-120 min
Adventure,2007,en,Simon J. Smith,5. Blockbuster ($150M+),2. 90-120 min
Family,2006,en,Elizabeth Allen Rosenbaum,2. Low ($1-15M),2. 90-120 min
Fantasy,1988,en,Brian Gilbert,1. Micro (<$1M),2. 90-120 min
Drama,1989,en,Michael Almereyda,1. Micro (<$1M),2. 90-120 min
Horror,2014,en,Jennifer Kent,2. Low ($1-15M),2. 90-120 min
Thriller,2014,de,Maximilian Erlenwein,1. Micro (<$1M),2. 90-120 min
Action,2022,en,Ruben Fleischer,4. High ($75-150M),2. 90-120 min
Romance,2019,en,Tom Harper,3. Mid ($15-75M),2. 90-120 min
Romance,2007,en,Peter Spears,1. Micro (<$1M),2. 90-120 min
Family,1992,en,Aaron Norris,2. Low ($1-15M),2. 90-120 min
Science Fiction,1987,en,David DeCoteau,1. Micro (<$1M),1. Under 90 min
Drama,2001,en,Joel Hershman,1. Micro (<$1M),2. 90-120 min
Animation,1931,en,Vernon Stallings,1. Micro (<$1M),1. Under 90 min
Comedy,1989,es,Iván Zulueta,1. Micro (<$1M),1. Under 90 min
Drama,2019,pl,Marek Lechki,1. Micro (<$1M),2. 90-120 min
Romance,2022,en,Elizabeth Allen Rosenbaum,1. Micro (<$1M),3. 120-150 min
Thriller,2021,zh,Rob Jabbaz,1. Micro (<$1M),2. 90-120 min
TV Movie,1997,cs,František Filip,1. Micro (<$1M),1. Under 90 min
Crime,1994,en,John Landis,3. Mid ($15-75M),2. 90-120 min
Adventure,1980,en,Richard Lester,3. Mid ($15-75M),3. 120-150 min
Fantasy,1992,en,Brian Henson,2. Low ($1-15M),1. Under 90 min
Drama,2009,ar,Raja Amari,1. Micro (<$1M),2. 90-120 min
Drama,1969,en,Carl Reiner,1. Micro (<$1M),2. 90-120 min
Drama,2004,es,Randel Cole,1. Micro (<$1M),1. Under 90 min
Romance,2016,ko,Jeong Do-soo,1. Micro (<$1M),1. Under 90 min
TV Movie,2016,en,Brenton Spencer,1. Micro (<$1M),2. 90-120 min
Comedy,1988,pl,Robert Gliński,1. Micro (<$1M),1. Under 90 min
Horror,2021,it,Stefano Lodovichi,1. Micro (<$1M),1. Under 90 min
Drama,1959,en,William Wyler,3. Mid ($15-75M),5. 180+ min
Comedy,2007,en,Adam Shankman,4. High ($75-150M),2. 90-120 min
Action,2002,en,Corey Yuen,3. Mid ($15-75M),2. 90-120 min
Comedy,1993,en,Michael Gottlieb,2. Low ($1-15M),1. Under 90 min
Drama,1999,en,Ewan McGregor,1. Micro (<$1M),1. Under 90 min
Drama,2000,en,Denys Arcand,1. Micro (<$1M),2. 90-120 min
Horror,2011,en,Brett Simmons,1. Micro (<$1M),1. Under 90 min
Action,1997,pl,Maciej Ślesicki,1. Micro (<$1M),2. 90-120 min
Comedy,1934,en,William A. Wellman,1. Micro (<$1M),1. Under 90 min
Drama,2016,el,Sofia Exarchou,1. Micro (<$1M),2. 90-120 min
Crime,2022,en,Matt Reeves,5. Blockbuster ($150M+),4. 150-180 min
Horror,2007,id,Jose Poernomo,1. Micro (<$1M),2. 90-120 min
Romance,1998,en,Chris Columbus,3. Mid ($15-75M),3. 120-150 min
Thriller,2006,en,John Stockwell,2. Low ($1-15M),2. 90-120 min
Comedy,1979,en,Neal Israel,1. Micro (<$1M),1. Under 90 min
Thriller,1948,en,Richard Fleischer,1. Micro (<$1M),1. Under 90 min
Drama,1940,en,Allan Dwan,1. Micro (<$1M),1. Under 90 min
Comedy,2006,fi,Pekka Karjalainen,1. Micro (<$1M),2. 90-120 min
Animation,2012,ja,Mamoru Hosoda,1. Micro (<$1M),2. 90-120 min
Drama,2007,de,Torsten C. Fischer,1. Micro (<$1M),2. 90-120 min
Comedy,2010,en,Zach Clark,1. Micro (<$1M),2. 90-120 min
History,2015,en,Tom McCarthy,3. Mid ($15-75M),3. 120-150 min
Action,1979,ro,Cristiana Nicolae,1. Micro (<$1M),1. Under 90 min
Comedy,2020,fr,Laurent Tirard,1. Micro (<$1M),1. Under 90 min
Documentary,2021,sr,Miljen 'Kreka' Kljaković,1. Micro (<$1M),2. 90-120 min
Horror,2024,en,Colm McCarthy,2. Low ($1-15M),2. 90-120 min
Romance,2024,it,Alessandro Genovesi,2. Low ($1-15M),2. 90-120 min
Drama,2024,ja,Tomoyuki Furumaya,1. Micro (<$1M),1. Under 90 min
Documentary,2024,en,Jennie Butler,1. Micro (<$1M),1. Under 90 min
Mystery,2002,en,Joe Carnahan,2. Low ($1-15M),2. 90-120 min
Crime,2010,en,Isaac Florentine,2. Low ($1-15M),2. 90-120 min
Science Fiction,1994,en,Jeremy Kagan,1. Micro (<$1M),2. 90-120 min
War,2018,en,Charlie Chaplin,1. Micro (<$1M),1. Under 90 min
Thriller,2010,en,Kai Blackwood,2. Low ($1-15M),1. Under 90 min
Action,2014,en,Michael Bay,5. Blockbuster ($150M+),4. 150-180 min
Crime,2019,en,George Gallo,1. Micro (<$1M),2. 90-120 min
Romance,1960,fr,Pierre Kast,1. Micro (<$1M),2. 90-120 min
Family,1961,no,Harry Watt,1. Micro (<$1M),1. Under 90 min
Fantasy,2013,en,Harald Zwart,3. Mid ($15-75M),3. 120-150 min
Thriller,2014,en,Greg Francis,1. Micro (<$1M),2. 90-120 min
Romance,2021,en,Kay Cannon,1. Micro (<$1M),2. 90-120 min
Drama,2021,en,Nick Sasso,1. Micro (<$1M),1. Under 90 min
Science Fiction,2024,en,Dario Germani,1. Micro (<$1M),2. 90-120 min
Comedy,2026,de,Marcus H. Rosenmüller,1. Micro (<$1M),1. Under 90 min
War,2005,en,Sam Mendes,3. Mid ($15-75M),3. 120-150 min
Romance,1992,en,Frank Oz,3. Mid ($15-75M),2. 90-120 min
Comedy,1974,en,Gene Saks,2. Low ($1-15M),3. 120-150 min
Thriller,2014,en,Nancy Leopardi,1. Micro (<$1M),1. Under 90 min
Fantasy,2022,ja,Shuhei Matsushita,1. Micro (<$1M),2. 90-120 min
Comedy,2019,fr,François Descraques,1. Micro (<$1M),1. Under 90 min
Thriller,2025,en,Martin Campbell,1. Micro (<$1M),2. 90-120 min
Drama,1987,en,Bernardo Bertolucci,3. Mid ($15-75M),4. 150-180 min
Drama,2004,en,Mike Nichols,3. Mid ($15-75M),2. 90-120 min
Action,2012,en,Timur Bekmambetov,3. Mid ($15-75M),2. 90-120 min
Mystery,2017,en,Tomas Alfredson,3. Mid ($15-75M),2. 90-120 min
Thriller,2024,ms,Areel Abu Bakar,1. Micro (<$1M),2. 90-120 min
Animation,"",de,Nina Wels,1. Micro (<$1M),2. 90-120 min
Thriller,2025,zh,Larry Yang,1. Micro (<$1M),3. 120-150 min
Comedy,2025,es,Camilo Abadía,1. Micro (<$1M),1. Under 90 min
Action,2018,en,Christian Gudegast,3. Mid ($15-75M),3. 120-150 min
Comedy,2019,en,Jennifer Kaytin Robinson,1. Micro (<$1M),2. 90-120 min
Music,2019,en,Alex Ross Perry,1. Micro (<$1M),3. 120-150 min
Comedy,2020,fr,Amro Hamzawi,1. Micro (<$1M),1. Under 90 min
Drama,2019,kn,Manjunath J Anivaarya,1. Micro (<$1M),3. 120-150 min
Horror,2022,en,Luca Guadagnino,3. Mid ($15-75M),3. 120-150 min
Music,2026,en,Michael Greene,1. Micro (<$1M),1. Under 90 min
Crime,2002,en,Jay Roach,3. Mid ($15-75M),2. 90-120 min
Science Fiction,1990,en,Katsuhito Akiyama,1. Micro (<$1M),1. Under 90 min
Animation,2022,en,Careen Ingle,1. Micro (<$1M),1. Under 90 min
Adventure,1997,fr,Luc Besson,4. High ($75-150M),3. 120-150 min
War,1957,en,David Lean,2. Low ($1-15M),4. 150-180 min
Comedy,2008,en,Michael Patrick King,3. Mid ($15-75M),3. 120-150 min
Western,1953,en,William Castle,1. Micro (<$1M),1. Under 90 min
Comedy,2021,en,Rawson Marshall Thurber,5. Blockbuster ($150M+),2. 90-120 min
Comedy,1974,en,Sam Neill,1. Micro (<$1M),1. Under 90 min
Drama,2024,en,Bren Foster,1. Micro (<$1M),3. 120-150 min
Thriller,2025,en,Michelle Garza Cervera,1. Micro (<$1M),2. 90-120 min
Drama,1998,en,Warren Beatty,3. Mid ($15-75M),2. 90-120 min
Adventure,2005,ja,Hirotsugu Kawasaki,1. Micro (<$1M),2. 90-120 min
Science Fiction,2011,en,Greg Mottola,3. Mid ($15-75M),2. 90-120 min
Crime,1986,fr,Claude Chabrol,1. Micro (<$1M),2. 90-120 min
Comedy,1985,en,Andy Sidaris,1. Micro (<$1M),2. 90-120 min
History,1965,en,John Ford,1. Micro (<$1M),1. Under 90 min
Mystery,2022,en,Adrian Lyne,3. Mid ($15-75M),2. 90-120 min
Horror,2024,en,Kim Noonan,1. Micro (<$1M),1. Under 90 min
Thriller,2026,pt,Pedro Morelli,1. Micro (<$1M),2. 90-120 min
Adventure,1981,en,John Boorman,2. Low ($1-15M),3. 120-150 min
Romance,2004,fr,Jean-Paul Salomé,3. Mid ($15-75M),3. 120-150 min
Drama,2011,bg,Viktor Chouchkov,1. Micro (<$1M),2. 90-120 min
Action,1999,en,Robert McGinley,1. Micro (<$1M),2. 90-120 min
Drama,2017,es,Agustín Díaz Yanes,2. Low ($1-15M),2. 90-120 min
Crime,2025,en,Len Wiseman,4. High ($75-150M),3. 120-150 min
Horror,2022,en,Lorcan Finnegan,1. Micro (<$1M),2. 90-120 min
Drama,2025,fr,Richard Linklater,1. Micro (<$1M),2. 90-120 min
Thriller,2026,en,Brandon Auman,1. Micro (<$1M),1. Under 90 min
Thriller,1989,en,Albert Pyun,1. Micro (<$1M),1. Under 90 min
Family,2008,en,Tony Leondis,3. Mid ($15-75M),1. Under 90 min
Mystery,2008,ja,Hiroshi Nishitani,1. Micro (<$1M),3. 120-150 min
Drama,2011,en,Marcus Graves,1. Micro (<$1M),1. Under 90 min
Drama,2012,en,Philip Kaufman,3. Mid ($15-75M),4. 150-180 min
Thriller,2015,en,Camille Delamarre,3. Mid ($15-75M),2. 90-120 min
Drama,2011,en,Cyrille Drevon,1. Micro (<$1M),1. Under 90 min
Family,2004,en,Brad Silberling,4. High ($75-150M),2. 90-120 min
Family,1972,en,Andrea Bianchi,1. Micro (<$1M),2. 90-120 min
Mystery,2007,en,Oren Peli,1. Micro (<$1M),1. Under 90 min
Music,2009,en,Ang Lee,3. Mid ($15-75M),3. 120-150 min
History,1947,en,William Wyler,1. Micro (<$1M),1. Under 90 min
Horror,2017,en,Julien Maury,1. Micro (<$1M),1. Under 90 min
Thriller,1998,en,Alan Metzer,1. Micro (<$1M),2. 90-120 min
Science Fiction,2024,en,Johan Renck,3. Mid ($15-75M),2. 90-120 min
Animation,2016,ja,Toshifumi Akai,1. Micro (<$1M),1. Under 90 min
Thriller,1998,ja,Hideo Nakata,2. Low ($1-15M),2. 90-120 min
Drama,2017,en,James Gray,3. Mid ($15-75M),3. 120-150 min
Action,2018,en,Antoine Fuqua,3. Mid ($15-75M),3. 120-150 min
Crime,2019,fr,Alix Mathurin,2. Low ($1-15M),2. 90-120 min
Action,2025,en,Jean Luc Herbulot,1. Micro (<$1M),1. Under 90 min
Drama,1942,it,Guido Brignone,1. Micro (<$1M),1. Under 90 min
Thriller,1998,en,Chad Etchison,1. Micro (<$1M),2. 90-120 min
Horror,2017,en,Will Wernick,1. Micro (<$1M),2. 90-120 min
Comedy,2019,en,Michael Bay,5. Blockbuster ($150M+),3. 120-150 min
Science Fiction,2021,en,Shawn Levy,4. High ($75-150M),2. 90-120 min
Thriller,2000,en,John Singleton,3. Mid ($15-75M),2. 90-120 min
Action,2011,en,Jonathan Liebesman,3. Mid ($15-75M),2. 90-120 min
History,2015,fr,Philippe Triboit,1. Micro (<$1M),2. 90-120 min
Comedy,2019,en,Danny Boyle,3. Mid ($15-75M),2. 90-120 min
Thriller,2022,en,Tarik Saleh,1. Micro (<$1M),2. 90-120 min
Science Fiction,2025,en,Bong Joon Ho,4. High ($75-150M),3. 120-150 min
Mystery,1934,en,William K. Howard,1. Micro (<$1M),1. Under 90 min
Drama,2004,fr,Jérôme Cornuau,1. Micro (<$1M),2. 90-120 min
Drama,1970,it,Umberto Lenzi,1. Micro (<$1M),2. 90-120 min
Crime,2016,en,Jon M. Chu,4. High ($75-150M),3. 120-150 min
Family,2020,en,Tomm Moore,2. Low ($1-15M),2. 90-120 min
Crime,2022,en,Kenneth Branagh,4. High ($75-150M),3. 120-150 min
Documentary,1979,en,Wilford Leach,1. Micro (<$1M),4. 150-180 min
Comedy,2025,en,Ethan Coen,3. Mid ($15-75M),1. Under 90 min
Comedy,2002,en,Barry Sonnenfeld,4. High ($75-150M),1. Under 90 min
Fantasy,1989,en,Robert Bierman,2. Low ($1-15M),2. 90-120 min
Drama,1987,en,Barry Levinson,1. Micro (<$1M),2. 90-120 min
Comedy,2004,en,Keenen Ivory Wayans,3. Mid ($15-75M),2. 90-120 min
Romance,2009,en,Joshua Goldin,1. Micro (<$1M),1. Under 90 min
Horror,2003,en,Greg Huson,1. Micro (<$1M),1. Under 90 min
Adventure,2012,en,Tarsem Singh,4. High ($75-150M),2. 90-120 min
Romance,2011,en,David Lewis,1. Micro (<$1M),1. Under 90 min
Crime,1997,en,Bill Duke,3. Mid ($15-75M),3. 120-150 min
Thriller,2005,en,Ann Lu,1. Micro (<$1M),2. 90-120 min
Science Fiction,1994,en,Jeremy Stanford,1. Micro (<$1M),1. Under 90 min
Adventure,1931,en,Frank Capra,1. Micro (<$1M),2. 90-120 min
Fantasy,1987,cn,Ho Fan,1. Micro (<$1M),2. 90-120 min
Action,1964,en,Guy Hamilton,2. Low ($1-15M),2. 90-120 min
Adventure,2006,en,Richard Donner,3. Mid ($15-75M),2. 90-120 min
Romance,2005,en,Anand Tucker,2. Low ($1-15M),2. 90-120 min
Action,1991,ja,Mitsuo Hashimoto,1. Micro (<$1M),1. Under 90 min
TV Movie,1973,en,Robert Scheerer,1. Micro (<$1M),1. Under 90 min
Drama,2015,pt,Simão Cayatte,1. Micro (<$1M),1. Under 90 min
Drama,2020,fr,Valérie Leroy,1. Micro (<$1M),1. Under 90 min
Crime,2003,en,Jonas Åkerlund,2. Low ($1-15M),2. 90-120 min
Comedy,1999,en,Brian Robbins,1. Micro (<$1M),2. 90-120 min
Science Fiction,1976,ja,Osamu Kasai,1. Micro (<$1M),1. Under 90 min
Drama,2011,en,Aimee Lagos,1. Micro (<$1M),2. 90-120 min
Animation,1935,en,Dave Fleischer,1. Micro (<$1M),1. Under 90 min
Family,2015,en,David Winning,1. Micro (<$1M),2. 90-120 min
Drama,2019,en,Jon Favreau,5. Blockbuster ($150M+),2. 90-120 min
Fantasy,2020,en,Edward Drake,1. Micro (<$1M),2. 90-120 min
Drama,1980,en,Stuart Rosenberg,2. Low ($1-15M),3. 120-150 min
Horror,2009,en,Anthony DiBlasi,1. Micro (<$1M),2. 90-120 min
Romance,1936,en,Jack Conway,1. Micro (<$1M),2. 90-120 min
Drama,1979,tr,Cüneyt Arkın,1. Micro (<$1M),1. Under 90 min
Mystery,1994,en,Tom Shadyac,3. Mid ($15-75M),1. Under 90 min
Horror,1997,en,Guillermo del Toro,3. Mid ($15-75M),2. 90-120 min
Action,1992,en,Jon Turteltaub,2. Low ($1-15M),2. 90-120 min
Adventure,2004,en,Kelly Sandefur,1. Micro (<$1M),2. 90-120 min
Crime,2006,en,Kim Yong-man,1. Micro (<$1M),1. Under 90 min
Drama,2022,es,Carlos Vermut,1. Micro (<$1M),2. 90-120 min
Horror,1997,ja,Natsuki Hariu,1. Micro (<$1M),2. 90-120 min
Mystery,1997,en,David Fincher,3. Mid ($15-75M),3. 120-150 min
Drama,1989,en,Andrei Konchalovsky,3. Mid ($15-75M),2. 90-120 min
Thriller,1995,en,Tobe Hooper,1. Micro (<$1M),2. 90-120 min
Science Fiction,1991,ja,Yoshiyuki Tomino,1. Micro (<$1M),2. 90-120 min
Drama,1995,en,Roger Michell,2. Low ($1-15M),2. 90-120 min
Family,2011,en,Stephen J. Anderson,3. Mid ($15-75M),1. Under 90 min
Crime,1936,en,Lew Landers,1. Micro (<$1M),1. Under 90 min
Drama,2023,en,Frank Mosley,1. Micro (<$1M),1. Under 90 min
Comedy,1988,en,Tim Burton,3. Mid ($15-75M),2. 90-120 min
Mystery,2004,en,M. Night Shyamalan,3. Mid ($15-75M),2. 90-120 min
Comedy,1980,en,Jamie Uys,2. Low ($1-15M),2. 90-120 min
Romance,2001,en,Bill Bennett,1. Micro (<$1M),2. 90-120 min
Comedy,1958,de,Franz Peter Wirth,1. Micro (<$1M),2. 90-120 min
Adventure,2023,zh,Frant Gwo,3. Mid ($15-75M),4. 150-180 min
Action,2025,hi,Aditya Dhar,3. Mid ($15-75M),5. 180+ min
Thriller,2007,en,Quentin Tarantino,3. Mid ($15-75M),2. 90-120 min
Comedy,2008,en,Kenny Ortega,2. Low ($1-15M),2. 90-120 min
Adventure,2009,en,Alejandro Amenábar,3. Mid ($15-75M),3. 120-150 min
Action,2014,en,Noam Murro,4. High ($75-150M),2. 90-120 min
Drama,2021,en,Joe Russo,3. Mid ($15-75M),3. 120-150 min
History,2021,en,Ridley Scott,4. High ($75-150M),4. 150-180 min
Thriller,1948,en,Jules Dassin,1. Micro (<$1M),2. 90-120 min
Fantasy,2023,tl,Jason Paul Laxamana,2. Low ($1-15M),2. 90-120 min
